Idata,Qdata,Šp“xdata
46862         ,             39167         ,             27922
44914         ,             40840         ,             29596
42731         ,             42408         ,             31348
40474         ,             43890         ,             33123
38243         ,             45288         ,             34875
36087         ,             46600         ,             36572
34031         ,             47818         ,             38193
32097         ,             48552         ,             39572
30280         ,             48250         ,             40522
28583         ,             47036         ,             41100
26995         ,             45231         ,             41419
25515         ,             43150         ,             41583
24137         ,             40969         ,             41647
22865         ,             38802         ,             41643
21876         ,             36668         ,             41426
21445         ,             34630         ,             40762
21726         ,             32725         ,             39494
22653         ,             30888         ,             37621
24060         ,             29177         ,             35343
25771         ,             27578         ,             32858
27674         ,             26128         ,             30348
29675         ,             25123         ,             28176
31705         ,             24847         ,             26660
33715         ,             25308         ,             25825
35685         ,             26351         ,             25510
37584         ,             27776         ,             25526
39402         ,             29454         ,             25745
41086         ,             31268         ,             26091
42332         ,             33118         ,             26626
42714         ,             34990         ,             27526
42140         ,             36836         ,             28810
40875         ,             38609         ,             30357
39210         ,             40301         ,             32050
37362         ,             41914         ,             33800
35454         ,             43433         ,             35543
33560         ,             44877         ,             37247
31733         ,             46228         ,             38873
29989         ,             47498         ,             40413
28340         ,             48688         ,             41858
26783         ,             49770         ,             43200
25326         ,             50448         ,             44340
23960         ,             50213         ,             45144
22676         ,             49011         ,             45620
21478         ,             47152         ,             45857
20361         ,             45012         ,             45962
19321         ,             42730         ,             45968
18353         ,             40441         ,             45913
17452         ,             38205         ,             45814
16606         ,             36069         ,             45695
15808         ,             34039         ,             45563
15052         ,             32150         ,             45438
14337         ,             30356         ,             45303
13662         ,             28670         ,             45165
13042         ,             27096         ,             45008
12417         ,             25618         ,             44898
11842         ,             24256         ,             44785
11297         ,             22970         ,             44668
10781         ,             21768         ,             44557
10289         ,             20684         ,             44487
9827          ,             19941         ,             44636
9386          ,             19782         ,             45232
8966          ,             20325         ,             46337
8588          ,             21437         ,             47718
8385          ,             22949         ,             48950
8592          ,             24731         ,             49589
9382          ,             26664         ,             49431
10708         ,             28683         ,             48670
12433         ,             30726         ,             47579
14438         ,             32753         ,             46348
16624         ,             34700         ,             45081
18906         ,             36598         ,             43876
21237         ,             38405         ,             42741
23564         ,             40129         ,             41705
25869         ,             41637         ,             40703
28128         ,             42354         ,             39488
30320         ,             42052         ,             37946
32442         ,             40987         ,             36146
34473         ,             39473         ,             34208
36422         ,             37726         ,             32205
38280         ,             35871         ,             30197
40041         ,             34027         ,             28251
41598         ,             32240         ,             26444
42456         ,             30496         ,             24983
42309         ,             28834         ,             23992
41328         ,             27327         ,             23431
39830         ,             26355         ,             23444
38065         ,             26158         ,             24148
36232         ,             26685         ,             25460
34754         ,             27783         ,             27048
34079         ,             29237         ,             28439
34220         ,             30914         ,             29466
34983         ,             32720         ,             30160
36153         ,             34524         ,             30576
37562         ,             36339         ,             30836
39085         ,             37798         ,             30829
40650         ,             38277         ,             30295
42203         ,             37867         ,             29330
43659         ,             36839         ,             28110
45025         ,             35440         ,             26745
46332         ,             33870         ,             25318
47522         ,             32259         ,             23919
47949         ,             30629         ,             22799
47258         ,             29020         ,             22087
45756         ,             27485         ,             21695
43805         ,             26025         ,             21500
41656         ,             24647         ,             21428
39450         ,             23556         ,             21589
37279         ,             23150         ,             22288
35184         ,             23495         ,             23614
33193         ,             24463         ,             25473
31549         ,             25856         ,             27535
30715         ,             27541         ,             29317
30728         ,             29380         ,             30601
31436         ,             31295         ,             31410
32625         ,             33209         ,             31856
34095         ,             34796         ,             31908
35731         ,             35413         ,             31321
37430         ,             35183         ,             30259
39132         ,             34342         ,             28889
40803         ,             33134         ,             27355
42415         ,             31755         ,             25775
43786         ,             30281         ,             24267
44198         ,             28783         ,             23151
43552         ,             27321         ,             22471
42191         ,             25898         ,             22080
40427         ,             24557         ,             21893
38483         ,             23265         ,             21809
36488         ,             22076         ,             21822
34517         ,             21232         ,             22117
32618         ,             21047         ,             22983
30800         ,             21582         ,             24514
29115         ,             22692         ,             26553
27735         ,             24213         ,             28785
27011         ,             25984         ,             30723
27078         ,             27764         ,             32002
27831         ,             28963         ,             32299
29080         ,             29367         ,             31697
30563         ,             29123         ,             30533
31698         ,             28432         ,             29324
32043         ,             27471         ,             28425
31684         ,             26371         ,             27840
30843         ,             25191         ,             27468
29722         ,             24007         ,             27250
28454         ,             22932         ,             27207
27123         ,             22416         ,             27701
25835         ,             22619         ,             28842
24596         ,             23503         ,             30589
23396         ,             24838         ,             32699
22250         ,             26506         ,             34992
21253         ,             28345         ,             37196
20672         ,             30269         ,             38968
20723         ,             32220         ,             40076
21421         ,             34124         ,             40517
22611         ,             35957         ,             40486
23913         ,             37403         ,             40185
24868         ,             38256         ,             39882
25224         ,             38637         ,             39803
25056         ,             38950         ,             40073
24513         ,             39599         ,             40769
23727         ,             40527         ,             41757
22806         ,             41636         ,             42902
21820         ,             42846         ,             44108
20884         ,             44075         ,             45253
20419         ,             45315         ,             46021
20667         ,             46543         ,             46240
21573         ,             47703         ,             45966
22968         ,             48839         ,             45369
24690         ,             49907         ,             44574
26609         ,             50917         ,             43686
28622         ,             51436         ,             42634
30670         ,             50881         ,             41244
32712         ,             49362         ,             39527
34706         ,             47320         ,             37620
36639         ,             45045         ,             35613
38471         ,             42698         ,             33587
39796         ,             40371         ,             31788
40109         ,             38118         ,             30479
39509         ,             35964         ,             29618
38293         ,             33988         ,             29114
36737         ,             32617         ,             29120
35020         ,             32086         ,             29748
33341         ,             32341         ,             30889
32205         ,             33156         ,             32084
31906         ,             34385         ,             32999
32364         ,             35836         ,             33540
33359         ,             37397         ,             33786
34712         ,             38832         ,             33744
36256         ,             39406         ,             33169
37890         ,             39047         ,             32103
39546         ,             38025         ,             30714
41151         ,             36608         ,             29159
42680         ,             34983         ,             27538
43972         ,             33280         ,             25984
44354         ,             31607         ,             24832
43707         ,             30004         ,             24128
42338         ,             28470         ,             23743
40570         ,             26992         ,             23546
38622         ,             25595         ,             23473
36619         ,             24349         ,             23535
34637         ,             23662         ,             24037
32734         ,             23734         ,             25161
30909         ,             24492         ,             26875
29196         ,             25734         ,             28976
27710         ,             27323         ,             31218
26872         ,             29110         ,             33103
26846         ,             30984         ,             34365
27537         ,             32884         ,             35040
28742         ,             34794         ,             35309
30285         ,             36263         ,             35093
32021         ,             36791         ,             34276
33845         ,             36437         ,             32978
35702         ,             35488         ,             31379
37512         ,             34189         ,             29643
38853         ,             32736         ,             28081
39181         ,             31169         ,             26952
38613         ,             29610         ,             26238
37439         ,             28084         ,             25812
35928         ,             26620         ,             25575
34261         ,             25524         ,             25680
32552         ,             25160         ,             26391
30849         ,             25573         ,             27760
29208         ,             26581         ,             29613
27637         ,             27984         ,             31750
26293         ,             29653         ,             33906
25605         ,             31457         ,             35599
25707         ,             33286         ,             36625
26501         ,             35151         ,             37091
27786         ,             36978         ,             37155
29391         ,             38743         ,             36971
31176         ,             40166         ,             36527
33045         ,             40626         ,             35613
34941         ,             40141         ,             34273
36821         ,             38994         ,             32649
38646         ,             37487         ,             30889
40391         ,             35795         ,             29083
41821         ,             34029         ,             27394
42291         ,             32287         ,             26152
41745         ,             30582         ,             25358
40502         ,             28929         ,             24876
38864         ,             27374         ,             24611
37035         ,             25893         ,             24472
35146         ,             24613         ,             24503
33273         ,             23944         ,             25018
31466         ,             24035         ,             26162
29739         ,             24794         ,             27873
28110         ,             26063         ,             29985
26641         ,             27647         ,             32243
25594         ,             29433         ,             34294
25229         ,             31308         ,             35796
25602         ,             33203         ,             36656
26597         ,             35095         ,             36990
28016         ,             36877         ,             36943
29701         ,             38179         ,             36483
31534         ,             38604         ,             35529
33428         ,             38152         ,             34143
35331         ,             37101         ,             32480
37174         ,             35696         ,             30687
38693         ,             34110         ,             28979
39558         ,             32484         ,             27574
39585         ,             30814         ,             26529
38834         ,             29201         ,             25859
37558         ,             27655         ,             25456
35990         ,             26181         ,             25224
34287         ,             24848         ,             25152
32560         ,             23866         ,             25369
30846         ,             23453         ,             26073
29200         ,             23698         ,             27343
27659         ,             24573         ,             29133
26358         ,             25903         ,             31151
25429         ,             27542         ,             33099
24978         ,             29353         ,             34723
25037         ,             31207         ,             35882
25582         ,             32834         ,             36454
26510         ,             34081         ,             36486
27662         ,             34772         ,             36048
28865         ,             34846         ,             35254
29948         ,             34402         ,             34272
30763         ,             33526         ,             33223
31220         ,             32401         ,             32244
31274         ,             31129         ,             31407
30931         ,             29892         ,             30815
30242         ,             28808         ,             30526
29280         ,             28002         ,             30605
28144         ,             27568         ,             31085
26908         ,             27583         ,             31997
25643         ,             28128         ,             33352
24436         ,             29162         ,             35027
23377         ,             30557         ,             36808
22518         ,             32173         ,             38508
21929         ,             33873         ,             39957
21715         ,             35639         ,             41052
21980         ,             37373         ,             41677
22796         ,             39064         ,             41814
24099         ,             40703         ,             41560
25737         ,             42255         ,             41058
27591         ,             43741         ,             40430
29558         ,             45126         ,             39742
31566         ,             46299         ,             39000
33564         ,             46862         ,             38072
35528         ,             46553         ,             36855
37426         ,             45383         ,             35342
39243         ,             43695         ,             33651
40969         ,             41726         ,             31867
42609         ,             39651         ,             30058
44147         ,             37560         ,             28274
45582         ,             35516         ,             26547
46789         ,             33552         ,             24951
47437         ,             31718         ,             23638
47289         ,             29952         ,             22645
46280         ,             28303         ,             22014
44644         ,             26742         ,             21645
42666         ,             25298         ,             21466
40533         ,             23938         ,             21396
38374         ,             22665         ,             21397
36260         ,             21499         ,             21465
34222         ,             20424         ,             21580
32296         ,             19505         ,             21791
30476         ,             18951         ,             22312
28769         ,             18882         ,             23295
27173         ,             19383         ,             24851
25686         ,             20448         ,             26966
24298         ,             21918         ,             29436
23014         ,             23672         ,             32065
21909         ,             25606         ,             34614
21087         ,             27639         ,             36861
20641         ,             29696         ,             38638
20628         ,             31742         ,             39887
21089         ,             33630         ,             40536
22016         ,             35195         ,             40581
23341         ,             36221         ,             40041
24977         ,             36583         ,             38974
26805         ,             36236         ,             37456
28688         ,             35324         ,             35643
30469         ,             34063         ,             33731
31984         ,             32641         ,             31908
33063         ,             31101         ,             30274
33603         ,             29561         ,             28937
33518         ,             28047         ,             27945
32858         ,             26595         ,             27291
31818         ,             25182         ,             26852
30556         ,             23858         ,             26588
29185         ,             22602         ,             26429
27779         ,             21491         ,             26409
26386         ,             20657         ,             26640
25029         ,             20381         ,             27409
23727         ,             20749         ,             28819
22488         ,             21749         ,             30830
21310         ,             23175         ,             33180
20207         ,             24898         ,             35656
19200         ,             26798         ,             38066
18255         ,             28790         ,             40336
17460         ,             30805         ,             42319
17003         ,             32786         ,             43812
17092         ,             34763         ,             44673
17821         ,             36652         ,             44849
19095         ,             38453         ,             44514
20751         ,             40162         ,             43873
22659         ,             41774         ,             43067
24718         ,             43276         ,             42186
26846         ,             44446         ,             41207
28993         ,             44760         ,             39947
31117         ,             44097         ,             38354
33186         ,             42760         ,             36529
35196         ,             41012         ,             34555
37121         ,             39092         ,             32537
38954         ,             37110         ,             30528
40522         ,             35140         ,             28652
41380         ,             33234         ,             27139
41259         ,             31433         ,             26111
40328         ,             29698         ,             25458
38890         ,             28079         ,             25081
37181         ,             26554         ,             24874
35362         ,             25104         ,             24760
33527         ,             23768         ,             24734
31736         ,             22633         ,             24847
30016         ,             22094         ,             25449
28381         ,             22286         ,             26698
26834         ,             23123         ,             28526
25381         ,             24465         ,             30763
24017         ,             26109         ,             33173
22737         ,             27942         ,             35605
21597         ,             29881         ,             37899
20895         ,             31846         ,             39711
20894         ,             33785         ,             40786
21593         ,             35692         ,             41179
22841         ,             37534         ,             41074
24466         ,             39287         ,             40661
26319         ,             40960         ,             40094
28300         ,             42487         ,             39433
30334         ,             43339         ,             38508
32374         ,             43169         ,             37193
34373         ,             42171         ,             35572
36322         ,             40659         ,             33757
38192         ,             38885         ,             31861
39931         ,             36974         ,             29959
41087         ,             35062         ,             28333
41222         ,             33186         ,             27185
40460         ,             31409         ,             26475
39118         ,             29692         ,             26040
37462         ,             28073         ,             25793
35666         ,             26559         ,             25671
33834         ,             25297         ,             25749
32036         ,             24704         ,             26346
30304         ,             24886         ,             27575
28657         ,             25724         ,             29339
27095         ,             27030         ,             31452
25624         ,             28651         ,             33735
24266         ,             30428         ,             36000
23229         ,             32286         ,             37986
22855         ,             34152         ,             39346
23233         ,             36005         ,             40017
24238         ,             37817         ,             40140
25683         ,             39543         ,             39898
27410         ,             41195         ,             39453
29297         ,             42762         ,             38909
31258         ,             44134         ,             38284
33233         ,             44757         ,             37384
35191         ,             44329         ,             36089
37091         ,             43114         ,             34506
38919         ,             41458         ,             32767
40666         ,             39562         ,             30948
42292         ,             37583         ,             29138
43427         ,             35599         ,             27540
43546         ,             33679         ,             26403
42723         ,             31849         ,             25693
41273         ,             30099         ,             25271
39491         ,             28447         ,             25037
37563         ,             26888         ,             24917
35601         ,             25631         ,             25026
33676         ,             25084         ,             25677
31825         ,             25301         ,             26939
30066         ,             26164         ,             28721
28410         ,             27484         ,             30836
26872         ,             29095         ,             33092
25726         ,             30864         ,             35131
25330         ,             32737         ,             36589
25696         ,             34575         ,             37366
26685         ,             36414         ,             37636
28107         ,             38201         ,             37559
29792         ,             39919         ,             37286
31622         ,             41274         ,             36780
33512         ,             41698         ,             35848
35411         ,             41161         ,             34506
37276         ,             39963         ,             32895
39077         ,             38397         ,             31148
40808         ,             36640         ,             29344
42370         ,             34814         ,             27586
43287         ,             32998         ,             26123
43187         ,             31251         ,             25123
42205         ,             29570         ,             24511
40680         ,             27964         ,             24154
38871         ,             26456         ,             23968
36940         ,             25029         ,             23884
34997         ,             23704         ,             23877
33094         ,             22665         ,             24084
31275         ,             22238         ,             24790
29548         ,             22523         ,             26122
27920         ,             23442         ,             28012
26391         ,             24820         ,             30270
24954         ,             26503         ,             32707
23614         ,             28356         ,             35149
22412         ,             30292         ,             37452
21518         ,             32259         ,             39407
21146         ,             34186         ,             40783
21439         ,             36083         ,             41498
22362         ,             37901         ,             41621
23760         ,             39653         ,             41349
25473         ,             41297         ,             40833
27375         ,             42856         ,             40202
29374         ,             44088         ,             39428
31406         ,             44668         ,             38422
33420         ,             44357         ,             37103
35394         ,             43257         ,             35496
37302         ,             41672         ,             33717
39057         ,             39822         ,             31889
40443         ,             37866         ,             30181
41253         ,             35880         ,             28711
41381         ,             33957         ,             27560
40802         ,             32125         ,             26750
39623         ,             30363         ,             26224
38071         ,             28685         ,             25898
36329         ,             27123         ,             25721
34519         ,             25649         ,             25630
32718         ,             24300         ,             25621
30960         ,             23116         ,             25723
29281         ,             22257         ,             26067
27686         ,             21781         ,             26735
26184         ,             21778         ,             27826
24769         ,             22308         ,             29405
23443         ,             23349         ,             31419
22201         ,             24795         ,             33712
21032         ,             26515         ,             36105
19948         ,             28388         ,             38433
18940         ,             30337         ,             40616
18057         ,             32305         ,             42558
17385         ,             34239         ,             44156
17006         ,             36125         ,             45354
16993         ,             37948         ,             46114
17411         ,             39689         ,             46420
18303         ,             41339         ,             46283
19634         ,             42910         ,             45789
21310         ,             44372         ,             45043
23217         ,             45754         ,             44167
25268         ,             47047         ,             43232
27382         ,             48242         ,             42295
29510         ,             49379         ,             41396
31614         ,             50441         ,             40546
33662         ,             51435         ,             39758
35651         ,             52357         ,             39024
37560         ,             53229         ,             38354
39375         ,             54015         ,             37737
41096         ,             54769         ,             37182
42724         ,             55455         ,             36672
44252         ,             56106         ,             36215
45681         ,             56695         ,             35798
47022         ,             57197         ,             35403
48255         ,             57564         ,             35019
49310         ,             57807         ,             34675
50136         ,             57883         ,             34372
50677         ,             57792         ,             34127
50931         ,             57511         ,             33931
50900         ,             57067         ,             33788
50592         ,             56440         ,             33689
50035         ,             55672         ,             33637
49279         ,             54802         ,             33626
48377         ,             53853         ,             33646
47376         ,             52884         ,             33701
46329         ,             51912         ,             33777
45292         ,             50992         ,             33872
44318         ,             50154         ,             33974
43464         ,             49416         ,             34067
42781         ,             48833         ,             34146
42322         ,             48380         ,             34175
42129         ,             48069         ,             34137
42239         ,             47863         ,             34000
42681         ,             47739         ,             33741
43444         ,             47646         ,             33349
44448         ,             47541         ,             32848
45588         ,             47346         ,             32259
46795         ,             47042         ,             31606
48002         ,             46570         ,             30893
49175         ,             45909         ,             30123
50304         ,             45049         ,             29292
51346         ,             43983         ,             28408
52285         ,             42710         ,             27471
53161         ,             41225         ,             26455
53984         ,             39581         ,             25374
54756         ,             37818         ,             24242
55475         ,             35997         ,             23085
56150         ,             34199         ,             21941
56786         ,             32463         ,             20829
57360         ,             30755         ,             19739
57902         ,             29153         ,             18707
58409         ,             27622         ,             17717
58874         ,             26168         ,             16775
59317         ,             24801         ,             15883
59717         ,             23519         ,             15048
60091         ,             22305         ,             14255
60434         ,             21171         ,             13514
60753         ,             20104         ,             12817
61050         ,             19096         ,             12159
61326         ,             18166         ,             11550
61575         ,             17278         ,             10972
61807         ,             16429         ,             10420
62021         ,             15641         ,             9908
62220         ,             14895         ,             9424
62416         ,             14205         ,             8975
62577         ,             13541         ,             8547
62731         ,             12908         ,             8139
62879         ,             12303         ,             7750
62979         ,             11758         ,             7403
62930         ,             11221         ,             7077
62597         ,             10708         ,             6795
61923         ,             10231         ,             6567
60901         ,             9769          ,             6379
59538         ,             9331          ,             6235
57857         ,             8924          ,             6138
55903         ,             8525          ,             6069
53695         ,             8166          ,             6053
51267         ,             7808          ,             6062
48692         ,             7466          ,             6102
46077         ,             7153          ,             6177
43508         ,             6844          ,             6258
41036         ,             6549          ,             6347
38691         ,             6270          ,             6443
36480         ,             6022          ,             6562
34399         ,             5769          ,             6664
32461         ,             5521          ,             6757
30643         ,             5294          ,             6861
28943         ,             5080          ,             6969
27361         ,             4870          ,             7065
25880         ,             4666          ,             7154
24502         ,             4483          ,             7258
23210         ,             4294          ,             7337
22004         ,             4117          ,             7418
20870         ,             3971          ,             7541
19811         ,             3817          ,             7634
18814         ,             3658          ,             7702
17882         ,             3518          ,             7791
17001         ,             3375          ,             7860
16173         ,             3245          ,             7942
15391         ,             3115          ,             8009
14656         ,             3005          ,             8111
13965         ,             2890          ,             8184
13317         ,             2785          ,             8268
12796         ,             2679          ,             8277
12491         ,             2579          ,             8166
12567         ,             2496          ,             7864
13148         ,             2404          ,             7253
14271         ,             2319          ,             6461
15824         ,             2236          ,             5630
17688         ,             2159          ,             4871
19756         ,             2084          ,             4215
21940         ,             2029          ,             3699
24176         ,             1964          ,             3251
26418         ,             1893          ,             2869
28638         ,             1815          ,             2538
30800         ,             1769          ,             2301
32892         ,             1709          ,             2082
34915         ,             1649          ,             1893
36857         ,             1586          ,             1725
38703         ,             1547          ,             1602
40451         ,             1522          ,             1508
42104         ,             1542          ,             1468
43658         ,             1668          ,             1532
45118         ,             1945          ,             1728
46450         ,             2390          ,             2062
47449         ,             3088          ,             2607
47948         ,             4027          ,             3361
47852         ,             5143          ,             4294
47101         ,             6450          ,             5458
45725         ,             7919          ,             6878
43902         ,             9529          ,             8572
41842         ,             11348         ,             10622
39694         ,             13357         ,             13019
37557         ,             15503         ,             15701
35480         ,             17732         ,             18588
33495         ,             19985         ,             21576
31623         ,             22263         ,             24602
29861         ,             24514         ,             27569
28211         ,             26704         ,             30400
26666         ,             28863         ,             33086
25223         ,             30950         ,             35575
23871         ,             32943         ,             37851
22608         ,             34874         ,             39932
21430         ,             36738         ,             41821
20324         ,             38498         ,             43519
19289         ,             40171         ,             45046
18316         ,             41742         ,             46416
17404         ,             43235         ,             47651
16542         ,             44644         ,             48768
15732         ,             45970         ,             49776
14968         ,             47204         ,             50685
14249         ,             48375         ,             51511
13566         ,             49474         ,             52266
12921         ,             50513         ,             52956
12304         ,             51476         ,             53590
11734         ,             52387         ,             54162
11197         ,             53244         ,             54687
10686         ,             54026         ,             55168
10207         ,             54779         ,             55612
9744          ,             55454         ,             56024
9304          ,             56102         ,             56409
8891          ,             56708         ,             56763
8494          ,             57278         ,             57095
8124          ,             57785         ,             57398
7763          ,             58274         ,             57688
7424          ,             58719         ,             57956
7104          ,             59136         ,             58205
6794          ,             59511         ,             58441
6501          ,             59876         ,             58662
6221          ,             60205         ,             58870
5959          ,             60511         ,             59063
5707          ,             60803         ,             59247
5466          ,             61079         ,             59420
5242          ,             61321         ,             59580
5030          ,             61535         ,             59729
4865          ,             61746         ,             59846
4826          ,             61949         ,             59882
4987          ,             62128         ,             59788
5377          ,             62295         ,             59547
6013          ,             62449         ,             59150
6905          ,             62590         ,             58593
8064          ,             62722         ,             57872
9471          ,             62850         ,             57001
11070         ,             62963         ,             56020
12810         ,             63068         ,             54963
14656         ,             63178         ,             53858
16618         ,             63259         ,             52697
18692         ,             63347         ,             51492
20853         ,             63428         ,             50261
23056         ,             63486         ,             49028
25272         ,             63540         ,             47817
27465         ,             63602         ,             46651
29617         ,             63659         ,             45535
31710         ,             63711         ,             44478
33730         ,             63758         ,             43484
35678         ,             63801         ,             42550
37542         ,             63845         ,             41681
39318         ,             63886         ,             40873
40999         ,             63925         ,             40128
42595         ,             63958         ,             39436
44097         ,             63995         ,             38801
45510         ,             64013         ,             38212
46840         ,             64038         ,             37672
48088         ,             64025         ,             37163
49253         ,             63892         ,             36660
50337         ,             63689         ,             36175
51284         ,             63555         ,             35769
52076         ,             63511         ,             35455
52803         ,             63517         ,             35184
53524         ,             63551         ,             34927
54243         ,             63604         ,             34679
54941         ,             63663         ,             34444
55609         ,             63720         ,             34222
56250         ,             63773         ,             34011
